book_id,authors,year,title,average_rating
5654,Karin Slaughter,2012,"Criminal (Will Trent, #6)",4.21
5655,Tom Clancy,2000,"The Bear and the Dragon (Jack Ryan Universe, #11)",3.79
5656,Sue Grafton,2013,"W is for Wasted (Kinsey Millhone, #23)",3.86
5657,Alton Brown,2002,I'm Just Here for the Food: Food + Heat = Cooking,4.21
5658,James Herriot,1976,All Things Wise and Wonderful,4.39
5659,Sherrilyn Kenyon,2005,Sins of the Night (Dark-Hunter #7),4.18
5660,Beth Revis,2013,"Shades of Earth (Across the Universe, #3)",4.11
5661,Ursula K. Le Guin,1990,"Tehanu (Earthsea Cycle, #4)",3.89
5662,Amy Tintera,2013,"Reboot (Reboot, #1)",3.92
5663,Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,3.88
5664,Jon Meacham,2012,Thomas Jefferson: The Art of Power,3.99
5665,Agatha Christie,1936,"Murder in Mesopotamia (Hercule Poirot, #14)",3.86
5666,Iain M. Banks,1996,"Excession (Culture, #5)",4.19
5667,Pearl Cleage,1997,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",3.7
5668,Sue Grafton,1990,"G is for Gumshoe (Kinsey Millhone, #7)",3.9
5669,David Baldacci,2013,"King and Maxwell (Sean King & Michelle Maxwell, #6)",4.03
5670,Irvin D. Yalom,1989,Love's Executioner and Other Tales of Psychotherapy,4.18
5671,Trudi Canavan,2009,"The Magician's Apprentice (Black Magician, #0.5)",3.94
5672,Steven Erikson,2007,"Reaper's Gale (The Malazan Book of the Fallen, #7)",4.34
5673,Frank E. Peretti,1999,The Visitation,3.91
5674,"Joe Hill, Gabriel Rodríguez",2010,"Locke & Key, Vol. 3: Crown of Shadows",4.41
5675,The Arbinger Institute,2000,Leadership and Self-Deception: Getting Out of the Box,4.11
5676,"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, #3)",3.76
5677,Lisa Kleypas,2008,"Blue-Eyed Devil (Travises, #2)",4.21
5678,Graham Greene,1958,Our Man in Havana,3.94
5679,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,Batman: The Black Mirror,4.29
5680,"James Patterson, Marshall Karp",2011,Kill Me If You Can,4.0
5681,Darren Shan,2003,"Killers of the Dawn (Cirque Du Freak, #9)",4.22
5682,Corrie ten Boom,1974,Tramp for the Lord,4.47
5683,"Laura Joffe Numeroff, Felicia Bond",2000,If You Take a Mouse to the Movies,4.16
5684,"Laurell K. Hamilton, Laural Merlington",2007,"A Lick of Frost (Merry Gentry, #6)",4.12
5685,"Orson Scott Card, James Cameron",1989,The Abyss,4.06
5686,Paula Brackston,1991,"The Witch's Daughter (The Witch's Daughter, #1)",3.54
5687,"Katarina Bivald, Alice Menzies",2013,The Readers of Broken Wheel Recommend,3.56
5688,Dennis Lehane,2012,"Live by Night (Coughlin, #2)",3.89
5689,Amy Plum,2012,"Until I Die (Revenants, #2)",4.17
5690,"Richard Dawkins, Dave McKean",2011,The Magic of Reality: How We Know What's Really True,4.04
5691,"Karen Kingsbury, Gary Smalley",2002,"Remember (Redemption, #2)",4.41
5692,James Patterson,2013,"Alex Cross, Run (Alex Cross, #20)",4.03
5693,Christian Lander,2008,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,3.76
5694,Nora Roberts,2014,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",4.06
5695,Stephen R. Donaldson,1977,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",3.99
5696,Marian Keyes,2009,The Brightest Star in the Sky,3.65
5697,Heather Dixon,2011,Entwined,3.87
5698,Rachel Dratch,2012,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",3.57
5699,Gabriel García Márquez,1961,El coronel no tiene quien le escriba,3.71
5700,J.M. Coetzee,1980,Waiting for the Barbarians,3.94
5701,Willy Lindwer,1988,The Last Seven Months of Anne Frank,4.34
5702,Walter Isaacson,2014,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",4.03
5703,Deborah Rodriguez,2007,Kabul Beauty School: An American Woman Goes Behind the Veil,3.63
5704,Ernest Hemingway,1937,To Have and Have Not,3.57
5705,Ken Follett,2001,Jackdaws,3.91
5707,Neal Stephenson,2004,"The System of the World (The Baroque Cycle, #3)",4.3
5708,Ben Mikaelsen,1997,"Touching Spirit Bear (Spirit Bear, #1)",3.85
5709,Rachel Kushner,2013,The Flamethrowers,3.46
5710,Jeaniene Frost,2013,"Twice Tempted (Night Prince, #2)",4.3
5711,Deborah Feldman,2012,Unorthodox: The Scandalous Rejection of My Hasidic Roots,3.67
5712,Kiera Cass,2014,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",4.03
5713,Gary Vaynerchuk,2009,Crush It!: Why Now Is the Time to Cash In on Your Passion,3.85
5714,Alastair Reynolds,2003,Redemption Ark,4.13
5715,Steve Berry,2007,"The Venetian Betrayal (Cotton Malone, #3)",3.94
5716,T.S. Eliot,1963,"Collected Poems, 1909-1962",4.29
5717,Lloyd C. Douglas,1942,The Robe,4.2
5718,"Walt Disney Company, Ellen Titlebaum",2002,Beauty and the Beast,4.39
5719,Anton DiSclafani,2013,The Yonahlossee Riding Camp for Girls,3.34
5720,Kylie Scott,2014,"Lead (Stage Dive, #3)",4.32
5721,Kelley Armstrong,2007,"No Humans Involved (Women of the Otherworld, #7)",4.2
5722,"Joseph Delaney, Patrick  Arrasmith",2007,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",4.12
5723,Gavin de Becker,1997,The Gift of Fear: Survival Signals That Protect Us from Violence,4.19
5724,Jennifer Echols,2010,"Endless Summer (The Boys Next Door, #1-2)",4.02
5725,Lincoln Peirce,2010,"Big Nate Strikes Again (Big Nate Novels, #2)",4.23
5726,Mary Kubica,2016,Don't You Cry,3.57
5727,Willard F. Harley Jr.,1986,"His Needs, Her Needs: Building an Affair-Proof Marriage",4.11
5728,Nora Roberts,2006,"Dance of the Gods (Circle Trilogy, #2)",4.13
5729,Kelly Creagh,2010,"Nevermore (Nevermore, #1)",3.87
5730,"Sadegh Hedayat, D.P. Costello",1937,The Blind Owl,3.99
5731,"Eric Litwin, James Dean",2010,Pete the Cat: I Love My White Shoes,4.41
5732,"Jonathan Stroud, Simon  Jones",2010,"The Ring of Solomon (Bartimaeus, #0.5)",4.19
5733,R.L. Stine,1992,"Welcome to Dead House (Goosebumps, #1)",3.82
5734,Louise Erdrich,2003,The Master Butchers Singing Club,4.02
5735,Glen Cook,1986,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",4.2
5736,Abbi Glines,2015,"Until Friday Night (The Field Party, #1)",4.01
5737,Melinda Haynes,1999,Mother of Pearl,3.67
5738,Chris Cleave,2016,Everyone Brave is Forgiven,3.8
5739,Michael Crichton,1975,The Great Train Robbery,3.84
5740,Danielle Steel,2003,Safe Harbour,4.04
5741,Kristin Hannah,2004,The Things We Do for Love,4.05
5742,Juliet Marillier,2000,"Son of the Shadows (Sevenwaters, #2)",4.32
5743,Ken Follett,1980,The Key to Rebecca,3.86
5744,Chloe Neill,2011,"Hard Bitten (Chicagoland Vampires, #4)",4.17
5745,"Ina Garten, Maura McEvoy",2002,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,4.26
5746,Fisher Amelie,2012,"Vain (The Seven Deadly, #1)",4.25
5747,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936,At the Mountains of Madness,3.93
5748,Nora Roberts,2000,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",4.14
5749,Lara Adrian,2008,"Veil of Midnight (Midnight Breed, #5)",4.26
5750,James Rollins,1999,Subterranean,4.01
5751,Allison Pearson,2001,I Don't Know How She Does It,3.3
5752,"Garth Ennis, Steve Dillon",2001,"Preacher, Volume 9: Alamo",4.33
5753,Becky  Chambers,2014,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",4.18
5754,"Jorge Luis Borges, Andrew Hurley",1998,Collected Fictions,4.58
5755,Holly Black,2002,Valiant (Modern Faerie Tales #2),3.92
5756,John le Carré,1989,The Russia House,3.9
5757,Jennifer Lynn Barnes,2010,"Raised by Wolves (Raised by Wolves, #1)",3.94
5758,Harlan Coben,2006,Promise Me (Myron Bolitar #8),3.96
5759,L.J. Smith,2011,"Midnight (The Vampire Diaries: The Return, #3)",3.78
5760,Sherrilyn Kenyon,2006,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",4.15
5761,"Carol Tavris, Elliot Aronson",2007,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",3.99
5762,T.R. Ragan,2011,Abducted (Lizzy Gardner #1),3.94
5763,"Richard Bachman, Stephen King",1981,Roadwork,3.59
5764,Clive Cussler,2001,"Valhalla Rising (Dirk Pitt, #16)",3.92
5765,Jared Diamond,1991,The Third Chimpanzee: The Evolution and Future of the Human Animal,4.04
5766,Dennis Lehane,2008,The Given Day (Coughlin #1),4.03
5767,"Gina Mayer, Mercer Mayer",1994,Just Me in the Tub (Mercer Mayer's Little Critter),4.24
5768,Nicole  Williams,2013,"Crush (Crash, #3)",4.24
5769,Mira Grant,2011,"Deadline (Newsflesh Trilogy, #2)",4.1
5770,Harlan Coben,2009,Long Lost  (Myron Bolitar #9),3.94
5771,Karin Slaughter,2005,"Faithless (Grant County, #5)",4.11
5772,Jill Bolte Taylor,2006,My Stroke of Insight: A Brain Scientist's Personal Journey,3.86
5773,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,"The Walking Dead, Vol. 06: This Sorrowful Life",4.32
5774,"Isabel Allende, Margaret Sayers Peden",2006,Inés of My Soul,3.9
5775,Dean Koontz,1991,Cold Fire,3.75
5776,Emma Donoghue,2014,Frog Music,3.13
5777,Iain Pears,1997,An Instance of the Fingerpost,3.93
5778,Donny Dhirgantoro,2005,5 cm,3.84
5779,"Geoffrey A. Moore, Regis McKenna",1991,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,4.0
5780,Peach-Pit,2006,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",4.11
5781,Harlan Coben,2005,The Innocent,3.95
5782,Isaac Asimov,1985,Robots and Empire (Robot #4),4.17
5783,Aldous Huxley,1962,Island,3.87
5784,Neil Shubin,2008,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,3.97
5785,Jean-Paul Sartre,1944,No Exit,4.13
5786,Seth Godin,2007,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),3.83
5787,Alison Bechdel,2012,Are You My Mother?,3.66
5788,Bob Ong,2001,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),4.2
5789,Robin Hobb,2011,The Farseer Trilogy (Farseer Trilogy #1-3),4.33
5790,Elin Hilderbrand,2005,The Blue Bistro,4.0
5791,Darynda Jones,2012,"Third Grave Dead Ahead (Charley Davidson, #3)",4.39
5792,"Milan Kundera, Linda Asher",1997,Identity,3.68
5793,Mary E. Pearson,2015,"The Heart of Betrayal (The Remnant Chronicles, #2)",4.32
5794,Loung Ung,2000,First They Killed My Father: A Daughter of Cambodia Remembers,4.29
5795,"Owen  West, Dean Koontz",1980,The Funhouse,3.6
5796,Stephen M.R. Covey,2006,The Speed of Trust: The One Thing that Changes Everything,3.97
5797,Mary Higgins Clark,1998,You Belong To Me,3.85
5798,Betty Mahmoody,1987,Not Without My Daughter,4.04
5799,Lisa Gardner,2003,"The Killing Hour (Quincy & Rainie, #4)",4.16
5800,Piers Anthony,1979,"Castle Roogna (Xanth, #3)",3.87
5801,Mary Higgins Clark,1989,While My Pretty One Sleeps,3.88
5802,Joseph Kesselring,1939,Arsenic and Old Lace,4.14
5803,Ellen Schreiber,2007,"Dance with a Vampire (Vampire Kisses, #4)",4.01
5804,Ken Kesey,1964,Sometimes a Great Notion,4.24
5805,Tamora Pierce,1998,"Tris's Book (Circle of Magic, #2)",4.07
5806,Sam Harris,2010,The Moral Landscape: How Science Can Determine Human Values,3.9
5807,Darcie Chan,2014,The Mill River Recluse,3.55
5808,Douglas Coupland,2003,Hey Nostradamus!,3.72
5809,Jon Lee Anderson,1997,Che Guevara: A Revolutionary Life,4.1
5810,Scott Westerfeld,2004,"The Secret Hour (Midnighters, #1)",3.8
5811,C.C. Hunter,2014,"Chosen at Nightfall (Shadow Falls, #5)",4.37
5812,Paulo Coelho,2000,Like the Flowing River ,3.93
5813,Brandon Mull,2007,"The Candy Shop War (The Candy Shop War, #1)",4.03
5814,Kelley Armstrong,2006,"Broken (Women of the Otherworld, #6)",4.19
5815,Maggie Stiefvater,2008,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",3.69
5816,"Verna Aardema, Leo Dillon, Diane Dillon",1975,Why Mosquitoes Buzz in People's Ears,4.01
5817,Sophie Kinsella,2014,"Shopaholic to the Stars (Shopaholic, #7)",3.24
5818,Nora Roberts,2007,High Noon,3.94
5819,Tom Rob Smith,2014,The Farm,3.53
5820,Rebecca Solnit,2014,Men Explain Things to Me,3.93
5821,Kristen Proby,2013,"Rock with Me (With Me in Seattle, #4)",4.3
5822,"Carlos Ruiz Zafón, Lucia Graves",1986,"The Prince of Mist (Niebla, #1)",3.66
5823,Alfred Uhry,1986,Driving Miss Daisy,4.24
5824,Meredith Wild,2013,"Hardpressed (Hacker, #2)",4.27
5825,J.D. Robb,1999,"Conspiracy in Death (In Death, #8)",4.35
5826,Alexander McCall Smith,2004,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",4.07
5827,"Laura Ingalls Wilder, Garth Williams",1953,"The First Four Years  (Little House, #9)",3.88
5828,R.D. Ronald,2010,The Elephant Tree,3.52
5829,Kathy Reichs,2007,"Bones to Ashes (Temperance Brennan, #10)",3.92
5830,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",1857,Grimm's Fairy Tales,4.14
5831,"Allan Pease, Barbara Pease",2004,The Definitive Book of Body Language,3.97
5832,Tammara Webber,2011,"Between the Lines (Between the Lines, #1)",3.71
5833,Farley Mowat,1963,Never Cry Wolf,4.19
5834,"James Patterson, Michael Ledwidge",2010,"Tick Tock (Michael Bennett, #4)",4.03
5835,Michelle Moran,2009,Cleopatra's Daughter,4.11
5836,Kathy Reichs,2002,"Grave Secrets (Temperance Brennan, #5)",3.98
5837,Kevin Hearne,2014,"Shattered (The Iron Druid Chronicles, #7)",4.28
5838,John Scalzi,2008,"Zoe's Tale (Old Man's War, #4)",3.73
5839,Brad Thor,2007,"The First Commandment (Scot Harvath, #6)",4.22
5840,"Oscar Wilde, Merlin Holland",1908,Complete Works of Oscar Wilde,4.45
5841,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",1995,The New Best Recipe,4.2
5842,Renee Ahdieh,2016,"The Rose & the Dagger (The Wrath & the Dawn, #2)",4.2
5843,Peter Clines,2015,The Fold,3.82
5844,Louise Penny,2015,The Nature of the Beast (Chief Inspector Armand Gamache #11),4.21
5845,Laura C. Schlessinger,2003,The Proper Care and Feeding of Husbands,3.71
5846,Ted Dekker,2009,"Green: The Beginning and the End (The Circle, #0)",4.03
5847,Yana Toboso,2007,"Black Butler, Vol. 3 (Black Butler, #3)",4.53
5848,Michael J. Sullivan,2013,"The Crown Tower (The Riyria Chronicles, #1)",4.31
5849,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",2011,Daytripper,4.31
5850,Cherise Sinclair,2009,"Club Shadowlands (Masters of the Shadowlands, #1)",3.99
5851,"Orhan Pamuk, Maureen Freely",2008,The Museum of Innocence,3.69
5852,Brit Bennett,2016,The Mothers,3.87
5853,"Johann Wolfgang von Goethe, Walter Kaufmann",1832,Faust,3.97
5854,Cora Carmack,2013,"Faking It (Losing It, #2)",3.96
5855,Jenny Nimmo,2005,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",3.89
5856,Shelly Crane,2011,"Accordance (Significance, #2)",4.28
5857,Andrea Cremer,2012,Bloodrose (Nightshade #3; Nightshade World #6),4.06
5858,Agatha Christie,1936,"Cards on the Table (Hercule Poirot, #15)",3.9
5859,Rachel Renée Russell,2012,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",4.42
5860,Beverly Cleary,1980,"Ramona and Her Mother (Ramona, #5)",4.08
5861,Agatha Christie,1938,"Appointment with Death (Hercule Poirot, #19)",3.84
5862,Susan Elizabeth Phillips,2004,"Natural Born Charmer (Chicago Stars, #7)",4.15
5863,Maxine Hong Kingston,1975,The Woman Warrior,3.72
5864,"Masha, Marie Simchow Stern",1942,Three Little Kittens,4.28
5865,Charles Bukowski,1978,Tales of Ordinary Madness,4.0
5866,Samantha Young,2014,"Before Jamaica Lane (On Dublin Street, #3)",4.35
5867,Terry Brooks,1979,"The Sword of Shannara Trilogy (Shannara, #1-3)",3.94
5868,Taylor Jenkins Reid,2015,Maybe in Another Life,3.74
5869,Glennon Doyle Melton,2013,"Carry On, Warrior: Thoughts on Life Unarmed",4.18
5870,"Arthur Conan Doyle, David Timson",1914,The Valley of Fear,3.98
5871,Nora Roberts,2008,"The Pagan Stone (Sign of Seven, #3)",4.14
5872,Charles Dickens,2006,A Tale of Two Cities / Great Expectations,3.98
5873,Stephen R. Covey,1991,Principle-Centered Leadership,4.07
5874,Larry Correia,2009,"Monster Hunter International (Monster Hunter International, #1)",4.04
5875,Rae Carson,2013,"The Bitter Kingdom (Fire and Thorns, #3)",4.23
5876,Tom Clancy,2003,"The Teeth of the Tiger (Jack Ryan Universe, #12)",3.61
5877,Anne McCaffrey,1983,"Moreta: Dragonlady of Pern (Pern, #7)",3.97
5878,Diane Muldrow,1992,Frosty the Snowman (Frosty the Snowman),4.34
5879,"Garth Ennis, Steve Dillon, Peter Snejbjerg",1999,"Preacher, Volume 6: War in the Sun",4.34
5880,Megan Whalen Turner,2000,"The Queen of Attolia (The Queen's Thief, #2)",4.23
5881,Christopher Isherwood,1964,A Single Man,4.11
5882,Christopher Hitchens,2012,Mortality,4.12
5883,Chris d'Lacey,2003,"Icefire (The Last Dragon Chronicles, #2)",3.9
5884,Neil Gaiman,2017,Norse Mythology,4.12
5885,Stephen E. Ambrose,1997,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,4.19
5886,Julie Garwood,1987,Honor's Splendour,4.22
5887,Kody Keplinger,2011,Shut Out,3.76
5888,A. Meredith Walters,2012,"Bad Rep (Bad Rep, #1)",3.91
5889,Nora Roberts,2006,"Valley of Silence (Circle Trilogy, #3)",4.2
5890,Jeanne DuPrau,2006,"The Prophet of Yonwood (Book of Ember, #3)",3.25
5891,James Patterson,2014,"Hope to Die (Alex Cross, #22)",4.14
5892,"Kresley Cole, Gena Showalter",2009,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)",4.23
5893,"Holly Black, Eliza Wheeler",2013,Doll Bones,3.7
5894,Patricia Cornwell,2011,"Red Mist (Kay Scarpetta, #19)",3.75
5895,Alan Bradley,2011,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",4.09
5896,Kristen Ashley,2011,"Wild Man (Dream Man, #2)",4.21
5897,"Joseph Fink, Jeffrey Cranor",2015,Welcome to Night Vale,3.87
5898,"Michael Teitelbaum, Walt Disney Company",1986,Sleeping Beauty: a Little Golden Book (Disney Princess),4.32
5899,Julia Quinn,2001,"An Offer From a Gentleman (Bridgertons, #3)",4.08
5900,Julie   Murphy,2015,"Dumplin' (Dumplin', #1)",3.87
5901,Ann Leckie,2015,Ancillary Mercy (Imperial Radch #3),4.2
5902,Gena Showalter,2011,The Darkest Surrender  (Lords of the Underworld #8),4.42
5903,Stephen King,1981,Danse Macabre,3.62
5904,Gina L. Maxwell,2012,"Seducing Cinderella (Fighting for Love, #1)",3.94
5905,Alexander McCall Smith,2006,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",4.06
5906,"Eve Ensler, Gloria Steinem",1996,The Vagina Monologues,3.86
5907,Charles Dickens,1865,Our Mutual Friend,4.07
5908,Evelyn Waugh,1934,A Handful of Dust,3.92
5909,Francine Rivers,1999,Leota's Garden,4.07
5910,Barbara Delinsky,2009,Not My Daughter,3.77
5911,Paul Auster,2002,The Book of Illusions,3.89
5912,Karen Marie Moning,1999,"To Tame a Highland Warrior (Highlander, #2)",4.14
5913,Wendy Mass,2005,A Mango-Shaped Space,4.22
5914,Maeve Binchy,2002,Quentins,3.88
5915,"George Eliot, Edmund White",1876,Daniel Deronda,3.82
5916,Elin Hilderbrand,2016,Here's to Us,3.73
5917,Susan Mallery,2010,"Chasing Perfect (Fool's Gold, #1)",3.89
5918,Plum Sykes,2006,The Debutante Divorcee,3.46
5919,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992,Life Application Study Bible: NIV,4.67
5920,"Douglas Preston, Lincoln Child",2007,"The Wheel of Darkness (Pendergast, #8)",3.92
5921,Sylvain Neuvel,2016,"Sleeping Giants (Themis Files, #1)",3.84
5922,Julianne Donaldson,2013,Blackmoore,4.17
5923,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003,The Sandman: Endless Nights,4.34
5924,Olivia Goldsmith,1992,The First Wives Club,3.87
5925,Maggie O'Farrell,2006,The Vanishing Act of Esme Lennox,3.82
5926,Sarah Waters,2006,The Night Watch,3.67
5927,Jeffrey Archer,2015,"Mightier Than the Sword (The Clifton Chronicles, #5)",4.09
5928,Anne Rice,2003,"Blood Canticle (The Vampire Chronicles, #10)",3.71
5929,Carl Hiaasen,2006,Nature Girl,3.61
5930,Robert McCammon,1991,Boy's Life,4.32
5931,"George Eliot, Joanna Trollope, Hugh Osborne",1859,Adam Bede,3.77
5932,Chitra Banerjee Divakaruni,1997,Sister of My Heart,3.97
5933,"Yōko Ogawa, Stephen Snyder",2003,The Housekeeper and the Professor,3.94
5934,Sue Grafton,1991,"H is for Homicide (Kinsey Millhone, #8)",3.89
5935,Douglas Coupland,2006,JPod,3.7
5936,Dean Koontz,2003,The Face,3.69
5937,Niall Ferguson,2007,The Ascent of Money: A Financial History of the World,3.88
5938,Jim Gaffigan,2014,Food: A Love Story,3.69
5939,Laurie Halse Anderson,2014,The Impossible Knife of Memory,3.93
5940,"Dante Alighieri, Robert M. Durling",1320,"Purgatorio (The Divine Comedy, #2)",4.01
5941,David Baldacci,2010,"Deliver Us from Evil (A. Shaw, #2)",3.98
5942,Jonathan Tropper,2009,One Last Thing Before I Go,3.75
5943,"Julie Anne Peters, C.J. Bott",2009,"By the Time You Read This, I'll Be Dead",3.89
5944,Denise Kiernan,2013,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,3.66
5945,"Dean Koontz, Ed Gorman, John Bedford Lloyd",2005,"City of Night (Dean Koontz's Frankenstein, #2)",3.97
5946,D.J. MacHale,2005,"The Quillan Games (Pendragon, #7)",4.19
5947,David Mitchell,2001,number9dream,3.92
5948,Douglas Coupland,1998,Girlfriend in a Coma,3.61
